,0,1,2,3,4,5,6,7,8,9
0,1,Chelsea (ANG),59,24,19,2,3,51,17,+34
1,2,Tottenham Hotspur (ANG),50,24,14,8,2,46,16,+30
2,3,Manchester City (ANG),49,24,15,4,5,49,29,+20
3,4,FC Arsenal (ANG),47,24,14,5,5,52,28,+24
4,5,FC Liverpool (ANG),46,24,13,7,4,52,30,+22
5,6,Manchester United (ANG),45,24,12,9,3,36,21,+15
6,7,Everton (ANG),40,24,11,7,6,40,27,+13
7,8,West Bromwich Albion (ANG),36,24,10,6,8,32,29,+3
8,9,West Ham United (ANG),31,24,9,4,11,32,41,-9
9,10,Watford (ANG),30,24,8,6,10,29,40,-11
10,11,Stoke City (ANG),29,24,7,8,9,29,36,-7
11,12,Burnley FC (ANG),29,24,9,2,13,26,35,-9
12,13,Southampton (ANG),27,24,7,6,11,24,31,-7
13,14,Bournemouth (ANG),26,24,7,5,12,35,47,-12
14,15,Middlesbrough (ANG),21,24,4,9,11,19,27,-8
15,16,Leicester City (ANG),21,24,5,6,13,24,41,-17
16,17,Swansea City (GAL),21,24,6,3,15,29,54,-25
17,18,Hull City (ANG),20,24,5,5,14,22,47,-25
18,19,Crystal Palace (ANG),19,24,5,4,15,32,45,-13
19,20,Sunderland (ANG),19,24,5,4,15,24,42,-18
