,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,23,10,7,2,1,26,6,+20
1,2,Bayer Leverkusen,23,10,7,2,1,21,9,+12
2,3,Eintracht Francfort,23,10,7,2,1,25,16,+9
3,4,Hanovre 96,20,10,6,2,2,22,14,+8
4,5,Schalke 04,20,11,6,2,3,21,15,+6
5,6,1. FSV Mayence 05,19,10,6,1,3,14,9,+5
6,7,Hambourg SV,18,10,6,0,4,13,12,+1
7,8,Borussia Dortmund,17,9,5,2,2,20,8,+12
8,9,Borussia Mönchengladbach,17,9,5,2,2,16,10,+6
9,10,Werder Brême,17,10,5,2,3,16,16,0
10,11,FC Nuremberg,16,10,4,4,2,13,10,+3
11,12,Fortuna Düsseldorf,16,11,4,4,3,17,17,0
12,13,SC Fribourg,15,10,4,3,3,14,10,+4
13,14,TSG 1899 Hoffenheim,12,11,3,3,5,15,23,-8
14,15,VfB Stuttgart,11,9,3,2,4,11,15,-4
15,16,VfL Wolfsbourg,10,10,2,4,4,9,15,-6
16,17,FC Augsburg,7,10,1,4,5,7,15,-8
17,18,SpVgg Greuther Fürth,3,10,0,3,7,4,18,-14
