,0,1,2,3,4,5,6,7,8,9
0,1,AS Rome,16,6,5,1,0,12,2,+10
1,2,Fiorentina,13,6,4,1,1,12,5,+7
2,3,Juventus Turin,13,6,4,1,1,8,6,+2
3,4,Inter Milan,12,6,3,3,0,18,5,+13
4,5,SSC Naples,12,6,4,0,2,10,9,+1
5,6,Genoa CFC,7,6,2,1,3,6,6,0
6,7,US Sassuolo Calcio,6,7,1,3,3,7,12,-5
7,8,Sampdoria Gênes,5,6,1,2,3,7,10,-3
8,9,Torino FC,5,6,1,2,3,8,12,-4
9,10,Hellas Vérone,4,6,1,1,4,9,14,-5
10,11,AS Livourne Calcio,4,6,1,1,4,5,10,-5
11,12,Bologne FC,4,6,1,1,4,6,13,-7
12,13,Milan AC,3,6,0,3,3,10,13,-3
13,14,Atalanta Bergame,3,6,1,0,5,5,10,-5
14,15,Udinese,3,6,1,0,5,4,9,-5
15,16,Lazio Rome,3,6,0,3,3,6,12,-6
16,17,Parme FC,2,5,0,2,3,5,9,-4
17,18,Cagliari,2,6,0,2,4,4,11,-7
18,19,Chievo Vérone,2,6,0,2,4,1,8,-7
19,20,Calcio Catane,0,6,0,0,6,4,15,-11
