,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,64,27,19,7,1,54,14,+40
1,2,AS Rome,50,27,13,11,3,38,21,+17
2,3,Lazio Rome,49,27,15,4,8,49,27,+22
3,4,SSC Naples,46,27,13,7,7,46,35,+11
4,5,Fiorentina,45,27,12,9,6,39,29,+10
5,6,Sampdoria Gênes,45,27,11,12,4,36,28,+8
6,7,Genoa CFC,40,27,10,10,7,39,32,+7
7,8,Inter Milan,37,27,9,10,8,42,35,+7
8,9,Torino FC,36,27,9,9,9,30,30,0
9,10,Milan AC,35,27,8,11,8,38,34,+4
10,11,US Palerme,35,27,8,11,8,38,40,-2
11,12,Udinese,32,27,8,8,11,29,35,-6
12,13,US Sassuolo Calcio,32,27,7,11,9,33,40,-7
13,14,Hellas Vérone,32,27,8,8,11,33,46,-13
14,15,Empoli FC,30,27,5,15,7,27,29,-2
15,16,Chievo Vérone,29,27,7,8,12,20,30,-10
16,17,Atalanta Bergame,25,27,5,10,12,22,37,-15
17,18,Cagliari,21,27,4,9,14,33,50,-17
18,19,AC Cesena,21,27,4,9,14,25,48,-23
19,20,Parme FC  ,12,27,4,3,20,22,53,-31
