,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,41,16,13,2,1,42,7,+35
1,2,Borussia Dortmund,33,16,10,3,3,35,19,+16
2,3,Bayer Leverkusen,25,16,8,1,7,23,19,+4
3,4,Schalke 04,23,16,6,5,5,24,27,-3
4,5,VfL Wolfsbourg,21,16,6,3,7,24,27,-3
5,6,Hertha Berlin,20,16,5,5,6,20,22,-2
6,7,1. FSV Mayence 05,20,16,6,2,8,23,34,-11
7,8,Borussia Mönchengladbach,19,16,5,4,7,20,23,-3
8,9,FC Augsburg,19,16,5,4,7,19,25,-6
9,10,TSG 1899 Hoffenheim,17,16,4,5,7,27,36,-9
10,11,Eintracht Francfort,16,16,4,4,8,17,31,-14
11,12,Werder Brême,15,16,4,3,9,20,34,-14
12,13,SC Fribourg,14,16,3,5,8,16,28,-12
13,14,VfB Stuttgart,13,16,3,4,9,21,33,-12
14,15,FC Nuremberg,12,16,2,6,8,20,34,-14
15,16,Hanovre 96,10,16,3,1,12,17,34,-17
16,17,Hambourg SV,9,16,2,3,11,25,38,-13
17,18,Eintracht Braunschweig,7,16,1,4,11,10,33,-23
