,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,42,15,14,0,1,47,6,+41
1,2,Borussia Dortmund,41,15,13,2,0,42,11,+31
2,3,Borussia Mönchengladbach,37,16,12,1,3,40,17,+23
3,4,Hertha Berlin,32,16,9,5,2,23,13,+10
4,5,VfL Wolfsbourg,29,16,8,5,3,29,16,+13
5,6,Schalke 04,28,16,8,4,4,27,23,+4
6,7,Bayer Leverkusen,27,15,8,3,4,26,14,+12
7,8,1. FSV Mayence 05,26,15,8,2,5,23,18,+5
8,9,FC Ingolstadt 04,26,16,7,5,4,21,16,+5
9,10,TSG 1899 Hoffenheim,21,15,5,6,4,19,20,-1
10,11,Eintracht Francfort,21,16,5,6,5,21,24,-3
11,12,Hambourg SV,19,16,5,4,7,20,22,-2
12,13,FC Cologne,19,16,5,4,7,16,18,-2
13,14,VfB Stuttgart,19,16,6,1,9,21,29,-8
14,15,FC Augsburg,14,15,3,5,7,17,24,-7
15,16,Werder Brême,14,15,3,5,7,20,28,-8
16,17,Darmstadt 98,12,15,2,6,7,14,25,-11
17,18,Hanovre 96,9,15,3,0,12,13,27,-14
