,0,1,2,3,4,5,6,7,8,9
0,1,Celta Vigo,10,4,3,1,0,7,4,+3
1,2,Atlético Madrid,9,4,3,0,1,7,1,+6
2,3,Real Madrid,8,4,2,2,0,9,2,+7
3,4,Eibar SD,8,4,2,2,0,7,3,+4
4,5,Deportivo La Corogne,8,4,2,2,0,7,4,+3
5,6,Villarreal CF,7,4,2,1,1,5,3,+2
6,7,Sporting Gijon,7,4,2,1,1,6,5,+1
7,8,Betis Séville,7,4,2,1,1,4,6,-2
8,9,Espanyol Barcelone,6,4,2,0,2,7,9,-2
9,10,FC Barcelone,6,4,2,0,2,5,7,-2
10,11,Real Sociedad,4,4,1,1,2,4,4,0
11,12,Grenade CF,4,4,1,1,2,5,6,-1
12,13,Valence CF,4,4,1,1,2,2,4,-2
13,14,FC Séville,3,4,0,3,1,2,4,-2
14,15,Rayo Vallecano,3,4,1,0,3,5,11,-6
15,16,Athletic Bilbao,2,4,0,2,2,3,7,-4
16,17,Getafe CF,1,4,0,1,3,1,6,-5
17,18,Málaga CF,1,4,0,1,3,0,5,-5
18,19,Las Palmas UD,1,4,0,1,3,4,10,-6
19,20,Levante UD,1,4,0,1,3,1,10,-9
