,0,1,2,3,4,5,6,7,8,9
0,1,Paris SG,28,10,9,1,0,34,7,+27
1,2,Girondins de Bordeaux,24,12,7,3,2,19,10,+9
2,3,Bastia SC,24,12,8,0,4,17,10,+7
3,4,AS Saint-Etienne,23,12,7,2,3,17,11,+6
4,5,SCO Angers,21,12,5,6,1,11,4,+7
5,6,OGC Nice,19,11,6,1,4,18,12,+6
6,7,Lorient,19,12,5,4,3,17,11,+6
7,8,SM Caen,19,12,6,1,5,12,16,-4
8,9,Olympique Lyonnais,18,11,5,3,3,17,10,+7
9,10,AS Monaco,17,11,4,5,2,14,11,+3
10,11,En Avant Guingamp,16,11,4,4,3,16,14,+2
11,12,FC Nantes Atlantique,16,11,4,4,3,11,11,0
12,13,Lille OSC,15,11,4,3,4,11,9,+2
13,14,Montpellier Herault SC,15,12,5,0,7,15,17,-2
14,15,Reims,14,12,3,5,4,14,14,0
15,16,Stade Rennais,14,11,3,5,3,13,14,-1
16,17,Ajaccio Gazélec,14,11,3,5,3,14,16,-2
17,18,Olympique de Marseille,13,12,2,7,3,20,14,+6
18,19,Toulouse FC,11,11,2,5,4,14,15,-1
19,20,ESTAC Troyes,6,13,0,6,7,8,19,-11
