,0,1,2,3,4,5,6,7,8,9
0,1,Real Madrid,39,15,12,3,0,39,14,+25
1,2,FC Barcelone,36,15,11,3,1,46,11,+35
2,3,Athletic Bilbao,36,16,11,3,2,28,15,+13
3,4,Atlético Madrid,35,15,11,2,2,33,12,+21
4,5,FC Séville,33,14,10,3,1,25,12,+13
5,6,Eibar SD,30,16,9,3,4,27,19,+8
6,7,Las Palmas UD,29,15,8,5,2,27,14,+13
7,8,Celta Vigo,28,15,9,1,5,28,24,+4
8,9,Villarreal CF,27,15,8,3,4,27,15,+12
9,10,Espanyol Barcelone,26,15,7,5,3,27,19,+8
10,11,Real Sociedad,25,15,7,4,4,22,20,+2
11,12,Valence CF,24,15,7,3,5,25,25,0
12,13,Betis Séville,21,16,5,6,5,18,19,-1
13,14,Deportivo La Corogne,20,15,5,5,5,19,15,+4
14,15,Málaga CF,20,14,6,2,6,21,21,0
15,16,Deportivo Alavés,19,15,4,7,4,13,19,-6
16,17,Grenade CF,16,14,4,4,6,15,18,-3
17,18,CD Leganés,14,15,3,5,7,14,21,-7
18,19,Sporting Gijon,14,15,4,2,9,20,32,-12
19,20,Osasuna Pampelune,5,15,0,5,10,15,33,-18
