,0,1,2,3,4,5,6,7,8,9
0,1,Olympique Lyonnais,22,9,7,1,1,20,8,+12
1,2,Valenciennes,18,9,5,3,1,18,8,+10
2,3,Lorient,18,9,5,3,1,16,11,+5
3,4,OGC Nice,18,9,5,3,1,15,10,+5
4,5,Paris SG,17,9,5,2,2,17,6,+11
5,6,AS Saint-Etienne,16,9,5,1,3,14,4,+10
6,7,Brest,16,8,5,1,2,13,7,+6
7,8,Reims,15,9,4,3,2,11,6,+5
8,9,Lille OSC,15,8,4,3,1,10,5,+5
9,10,Girondins de Bordeaux,14,8,3,5,0,9,6,+3
10,11,Olympique de Marseille,14,8,4,2,2,12,12,0
11,12,Toulouse FC,13,8,3,4,1,15,11,+4
12,13,Stade Rennais,13,8,4,1,3,11,9,+2
13,14,Montpellier Herault SC,12,8,3,3,2,12,8,+4
14,15,Ajaccio AC  ,12,8,3,3,2,5,3,+2
15,16,Bastia SC,12,8,4,0,4,13,17,-4
16,17,Evian Thonon Gaillard,10,9,2,4,3,12,14,-2
17,18,Sochaux-Montbélliard,8,8,2,2,4,10,12,-2
18,19,ESTAC Troyes,8,9,1,5,3,11,14,-3
19,20,Nancy,6,9,1,3,5,5,11,-6
