,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,40,15,13,1,1,42,13,+29
1,2,Schalke 04,35,15,11,2,2,33,14,+19
2,3,Borussia Mönchengladbach,33,16,10,3,3,35,16,+19
3,4,VfL Wolfsbourg,32,15,10,2,3,32,19,+13
4,5,Borussia Dortmund,29,15,9,2,4,34,15,+19
5,6,Bayer Leverkusen,29,15,9,2,4,31,19,+12
6,7,1. FSV Mayence 05,27,15,8,3,4,23,15,+8
7,8,Hanovre 96,25,15,7,4,4,24,23,+1
8,9,TSG 1899 Hoffenheim,23,15,6,5,4,40,30,+10
9,10,FC Augsburg,23,14,7,2,5,22,20,+2
10,11,Eintracht Francfort,20,15,5,5,5,20,19,+1
11,12,SC Fribourg,19,15,5,4,6,21,26,-5
12,13,Hertha Berlin,18,15,5,3,7,18,20,-2
13,14,Eintracht Braunschweig,18,15,5,3,7,18,21,-3
14,15,Hambourg SV,18,15,5,3,7,22,27,-5
15,16,Werder Brême,18,15,4,6,5,16,29,-13
16,17,VfB Stuttgart,16,15,4,4,7,24,25,-1
17,18,FC Nuremberg,14,15,3,5,7,15,26,-11
