,0,1,2,3,4,5,6,7,8,9
0,1,FC Barcelone,42,19,13,3,3,45,15,+30
1,2,Real Madrid,41,19,12,5,2,40,18,+22
2,3,Atlético Madrid,40,19,13,1,5,30,11,+19
3,4,Celta Vigo,27,19,8,3,8,22,34,-12
4,5,Athletic Bilbao,25,19,7,4,8,23,28,-5
5,6,Villarreal CF,24,19,6,6,7,18,23,-5
6,7,Real Sociedad,22,19,6,4,9,23,28,-5
7,8,Deportivo La Corogne,22,19,4,10,5,20,27,-7
8,9,Betis Séville,21,19,5,6,8,17,29,-12
9,10,Valence CF,19,19,5,4,10,21,25,-4
10,11,Málaga CF,18,19,4,6,9,12,20,-8
11,12,Grenade CF,16,19,4,4,11,20,38,-18
12,13,Las Palmas UD,15,19,4,3,12,20,36,-16
13,14,Eibar SD,14,19,3,5,11,23,39,-16
14,15,Sporting Gijon,14,19,3,5,11,12,34,-22
15,16,Espanyol Barcelone,11,19,3,2,14,18,46,-28
16,17,Getafe CF,11,19,3,2,14,14,47,-33
17,18,Rayo Vallecano,10,19,1,7,11,23,44,-21
18,19,FC Séville,9,19,0,9,10,13,29,-16
19,20,Levante UD,6,19,1,3,15,14,44,-30
