,0,1,2,3,4,5,6,7,8,9
0,1,Olympique de Marseille,21,11,7,0,4,12,11,+1
1,2,Paris SG,18,9,5,3,1,18,6,+12
2,3,Girondins de Bordeaux,17,11,4,5,2,14,8,+6
3,4,Olympique Lyonnais,16,10,4,4,2,12,10,+2
4,5,Stade Rennais,16,10,5,1,4,16,15,+1
5,6,Lille OSC,12,11,2,6,3,12,14,-2
6,7,Lorient,12,10,3,3,4,14,18,-4
7,8,AS Saint-Etienne,11,9,2,5,2,10,8,+2
8,9,Toulouse FC,11,10,3,2,5,10,10,0
9,10,Montpellier Herault SC,11,10,3,2,5,13,16,-3
10,11,Ajaccio AC  ,10,11,2,4,5,14,22,-8
11,12,Bastia SC,10,11,2,4,5,11,23,-12
12,13,Evian Thonon Gaillard,9,10,3,0,7,10,18,-8
13,14,OGC Nice,8,9,1,5,3,8,14,-6
14,15,Valenciennes,8,10,2,2,6,11,20,-9
15,16,Brest,8,11,2,2,7,9,18,-9
16,17,Sochaux-Montbélliard,8,10,2,2,6,6,15,-9
17,18,Nancy,4,9,0,4,5,9,21,-12
18,19,Reims,3,9,0,3,6,4,13,-9
19,20,ESTAC Troyes,2,9,0,2,7,6,21,-15
