,0,1,2,3,4,5,6,7,8,9
0,1,SSC Naples,32,12,10,2,0,27,8,+19
1,2,Fiorentina,28,12,9,1,2,25,9,+16
2,3,AS Rome,27,12,8,3,1,26,12,+14
3,4,Juventus Turin,26,11,8,2,1,18,6,+12
4,5,Milan AC,24,12,7,3,2,19,12,+7
5,6,Inter Milan,23,12,7,2,3,13,8,+5
6,7,Lazio Rome,21,12,6,3,3,18,11,+7
7,8,Torino FC,19,13,5,4,4,19,14,+5
8,9,Atalanta Bergame,19,12,5,4,3,16,11,+5
9,10,Sampdoria Gênes,18,12,5,3,4,23,19,+4
10,11,Genoa CFC,18,12,5,3,4,15,11,+4
11,12,US Sassuolo Calcio,18,12,4,6,2,15,15,0
12,13,Frosinone Calcio,17,13,5,2,6,16,22,-6
13,14,Empoli FC,15,11,4,3,4,14,13,+1
14,15,Bologne FC,15,13,4,3,6,18,18,0
15,16,US Palerme,14,12,4,2,6,16,19,-3
16,17,Chievo Vérone,13,11,3,4,4,14,15,-1
17,18,Carpi FC 1909,13,12,3,4,5,12,14,-2
18,19,Udinese,12,11,3,3,5,8,16,-8
19,20,Hellas Vérone,9,13,1,6,6,12,20,-8
