,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,38,14,12,2,0,40,6,+34
1,2,Borussia Dortmund,29,14,9,2,3,30,17,+13
2,3,Bayer Leverkusen,22,14,7,1,6,18,16,+2
3,4,Schalke 04,22,14,6,4,4,22,23,-1
4,5,1. FSV Mayence 05,20,14,6,2,6,21,28,-7
5,6,Hertha Berlin,19,14,5,4,5,19,20,-1
6,7,FC Augsburg,19,15,5,4,6,19,23,-4
7,8,VfL Wolfsbourg,18,14,5,3,6,20,24,-4
8,9,TSG 1899 Hoffenheim,16,14,4,4,6,25,32,-7
9,10,Werder Brême,15,14,4,3,7,18,26,-8
10,11,Eintracht Francfort,15,14,4,3,7,17,29,-12
11,12,Borussia Mönchengladbach,13,13,3,4,6,15,19,-4
12,13,SC Fribourg,13,14,3,4,7,14,24,-10
13,14,FC Nuremberg,12,14,2,6,6,19,28,-9
14,15,VfB Stuttgart,11,14,3,2,9,20,32,-12
15,16,Hambourg SV,9,14,2,3,9,23,33,-10
16,17,Hanovre 96,7,14,2,1,11,14,29,-15
17,18,Eintracht Braunschweig,7,14,1,4,9,10,29,-19
