,0,1,2,3,4,5,6,7,8,9
0,1,FC Barcelone,6,2,2,0,0,8,0,+8
1,2,Atlético Madrid,6,2,2,0,0,8,1,+7
2,3,Athletic Bilbao,6,2,2,0,0,4,1,+3
3,4,Villarreal CF,6,2,2,0,0,5,3,+2
4,5,Real Madrid,6,2,2,0,0,3,1,+2
5,6,Espanyol Barcelone,4,2,1,1,0,5,3,+2
6,7,Real Sociedad,4,2,1,1,0,3,1,+2
7,8,Celta Vigo,4,2,1,1,0,4,3,+1
8,9,Grenade CF,3,2,1,0,1,2,2,0
9,10,Valence CF,3,2,1,0,1,2,3,-1
10,11,Rayo Vallecano,3,2,1,0,1,3,5,-2
11,12,UD Almería,1,2,0,1,1,4,5,-1
12,13,Getafe CF,1,2,0,1,1,2,4,-2
13,14,FC Séville,1,2,0,1,1,1,3,-2
14,15,Elche CF,1,2,0,1,1,1,4,-3
15,16,Levante UD,1,2,0,1,1,0,7,-7
16,17,Betis Séville,0,2,0,0,2,2,4,-2
17,-,Real Valladolid,0,2,0,0,2,2,4,-2
18,19,Málaga CF,0,2,0,0,2,0,2,-2
19,20,Osasuna Pampelune,0,2,0,0,2,1,4,-3
