,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,18,6,6,0,0,18,4,+14
1,2,Hellas Vérone,18,7,6,0,1,13,6,+7
2,3,AS Rome,17,7,5,2,0,14,1,+13
3,4,SSC Naples,16,7,5,1,1,14,3,+11
4,5,Lazio Rome,13,6,4,1,1,10,4,+6
5,6,Inter Milan,13,6,4,1,1,11,7,+4
6,7,Atalanta Bergame,13,6,4,1,1,9,5,+4
7,8,Udinese,13,7,4,1,2,8,6,+2
8,9,Fiorentina,11,6,3,2,1,12,9,+3
9,10,Parme FC,11,7,3,2,2,12,11,+1
10,11,Milan AC,11,7,3,2,2,8,7,+1
11,12,Cagliari,11,6,3,2,1,9,9,0
12,13,Torino FC,10,7,2,4,1,14,10,+4
13,14,Genoa CFC,10,6,3,1,2,7,8,-1
14,15,Calcio Catane,9,6,2,3,1,4,4,0
15,16,AS Livourne Calcio,8,7,2,2,3,8,10,-2
16,17,Bologne FC,7,7,1,4,2,9,12,-3
17,18,US Sassuolo Calcio,7,6,2,1,3,8,16,-8
18,19,Sampdoria Gênes,5,7,1,2,4,7,13,-6
19,20,Chievo Vérone,4,6,1,1,4,6,10,-4
