,0,1,2,3,4,5,6,7,8,9
0,1,Manchester United (ANG),56,23,18,2,3,57,30,+27
1,2,Manchester City (ANG),51,23,15,6,2,45,19,+26
2,3,Chelsea (ANG),45,23,13,6,4,47,22,+25
3,4,Tottenham Hotspur (ANG),41,23,12,5,6,40,28,+12
4,5,Everton (ANG),38,23,9,11,3,35,26,+9
5,6,FC Arsenal (ANG),37,23,10,7,6,46,27,+19
6,7,FC Liverpool (ANG),34,23,9,7,7,40,28,+12
7,8,West Bromwich Albion (ANG),34,23,10,4,9,33,32,+1
8,9,Swansea City (GAL),33,23,8,9,6,34,27,+7
9,10,Stoke City (ANG),29,23,6,11,6,22,27,-5
10,11,Sunderland (ANG),28,23,7,7,9,27,31,-4
11,12,West Ham United (ANG),27,23,7,6,10,26,33,-7
12,13,Norwich City (ANG),26,23,6,8,9,24,39,-15
13,14,Fulham (ANG),25,23,6,7,10,33,40,-7
14,15,Southampton (ANG),23,23,5,8,10,30,40,-10
15,16,Newcastle United (ANG),21,23,5,6,12,28,41,-13
16,17,Aston Villa (ANG),20,23,4,8,11,19,44,-25
17,18,Reading FC (ANG),19,23,4,7,12,28,43,-15
18,19,Wigan Athletic (ANG),19,23,5,4,14,25,43,-18
19,20,Queens Park Rangers (ANG),15,23,2,9,12,18,37,-19
