,0,1,2,3,4,5,6,7,8,9
0,1,West Bromwich Albion (ANG),9,3,3,0,0,6,0,+6
1,2,Chelsea (ANG),9,3,3,0,0,7,2,+5
2,3,West Ham United (ANG),7,3,2,1,0,5,1,+4
3,4,Manchester City (ANG),7,3,2,1,0,7,4,+3
4,5,Newcastle United (ANG),7,3,2,1,0,4,2,+2
5,6,Fulham (ANG),6,2,2,0,0,8,0,+8
6,7,Manchester United (ANG),6,2,2,0,0,7,2,+5
7,8,Tottenham Hotspur (ANG),5,3,1,2,0,4,3,+1
8,9,FC Arsenal (ANG),4,2,1,1,0,6,1,+5
9,10,Sunderland (ANG),4,2,1,1,0,4,1,+3
10,11,Everton (ANG),4,2,1,1,0,3,2,+1
11,12,Swansea City (GAL),4,3,1,1,1,5,5,0
12,13,Southampton (ANG),3,3,1,0,2,6,6,0
13,14,Aston Villa (ANG),3,2,1,0,1,3,3,0
14,15,Norwich City (ANG),2,2,0,2,0,1,1,0
15,-,Stoke City (ANG),2,2,0,2,0,1,1,0
16,17,Reading FC (ANG),1,2,0,1,1,2,4,-2
17,18,FC Liverpool (ANG),1,3,0,1,2,3,6,-3
18,-,Wigan Athletic (ANG),1,3,0,1,2,3,6,-3
19,20,Queens Park Rangers (ANG),1,2,0,1,1,0,5,-5
