,0,1,2,3,4,5,6,7,8,9
0,1,FC Barcelone,26,10,8,2,0,23,5,+18
1,2,Atlético Madrid,24,11,7,3,1,18,5,+13
2,3,Real Madrid,18,9,5,3,1,16,8,+8
3,4,Valence CF,17,9,5,2,2,19,13,+6
4,5,Villarreal CF,17,11,5,2,4,11,14,-3
5,6,Celta Vigo,13,10,4,1,5,20,15,+5
6,7,Athletic Bilbao,12,10,3,3,4,14,15,-1
7,8,Girona FC,12,9,3,3,3,12,15,-3
8,9,Real Sociedad,11,9,3,2,4,12,13,-1
9,10,CD Leganés,10,10,3,1,6,8,11,-3
10,11,Betis Séville,10,9,3,1,5,13,19,-6
11,12,Eibar SD,10,9,3,1,5,7,20,-13
12,13,FC Séville,9,10,3,0,7,7,20,-13
13,14,Levante UD,8,8,1,5,2,5,10,-5
14,15,Getafe CF,7,9,1,4,4,7,11,-4
15,16,Espanyol Barcelone,7,9,1,4,4,6,15,-9
16,17,Deportivo Alavés,6,9,2,0,7,6,14,-8
17,18,Deportivo La Corogne,6,9,1,3,5,10,19,-9
18,19,Las Palmas UD,4,10,1,1,8,5,25,-20
19,20,Málaga CF,3,10,1,0,9,4,18,-14
