,0,1,2,3,4,5,6,7,8,9
0,1,Manchester United (ANG),21,9,7,0,2,21,14,+7
1,2,Manchester City (ANG),16,8,4,4,0,12,6,+6
2,3,Chelsea (ANG),14,8,4,2,2,14,10,+4
3,4,FC Arsenal (ANG),13,9,3,4,2,13,8,+5
4,5,Tottenham Hotspur (ANG),12,8,4,0,4,16,15,+1
5,6,Everton (ANG),11,9,2,5,2,14,12,+2
6,7,Swansea City (GAL),10,8,3,1,4,10,8,+2
7,8,FC Liverpool (ANG),10,8,2,4,2,13,13,0
8,9,Stoke City (ANG),8,9,1,5,3,7,10,-3
9,10,West Bromwich Albion (ANG),8,8,2,2,4,10,15,-5
10,11,West Ham United (ANG),8,8,2,2,4,5,10,-5
11,12,Norwich City (ANG),8,9,1,5,3,9,17,-8
12,13,Aston Villa (ANG),8,9,2,2,5,7,16,-9
13,14,Fulham (ANG),7,9,1,4,4,13,18,-5
14,15,Sunderland (ANG),7,9,1,4,4,9,14,-5
15,16,Wigan Athletic (ANG),6,8,2,0,6,5,15,-10
16,17,Newcastle United (ANG),4,8,0,4,4,8,14,-6
17,18,Southampton (ANG),4,8,1,1,6,10,22,-12
18,19,Queens Park Rangers (ANG),3,9,0,3,6,8,16,-8
19,20,Reading FC (ANG),2,9,0,2,7,7,17,-10
