,0,1,2,3,4,5,6,7,8,9
0,1,Real Madrid,84,35,26,6,3,96,40,+56
1,2,FC Barcelone,81,35,25,6,4,104,33,+71
2,3,Atlético Madrid,71,35,21,8,6,65,25,+40
3,4,FC Séville,68,35,20,8,7,62,44,+18
4,5,Villarreal CF,63,35,18,9,8,52,28,+24
5,6,Athletic Bilbao,62,35,19,5,11,51,38,+13
6,7,Real Sociedad,61,35,19,4,12,54,48,+6
7,8,Eibar SD,54,35,15,9,11,54,45,+9
8,9,Espanyol Barcelone,50,35,13,11,11,45,47,-2
9,10,Deportivo Alavés,48,35,12,12,11,36,41,-5
10,11,Celta Vigo,44,35,13,5,17,50,61,-11
11,12,Málaga CF,42,35,11,9,15,44,51,-7
12,13,Valence CF,40,35,11,7,17,50,61,-11
13,14,Las Palmas UD,39,35,10,9,16,52,66,-14
14,15,Betis Séville,37,35,10,7,18,38,57,-19
15,16,Deportivo La Corogne,32,35,7,11,17,39,59,-20
16,17,CD Leganés,30,35,7,9,19,30,53,-23
17,18,Sporting Gijon,24,35,5,9,21,38,70,-32
18,19,Grenade CF,20,35,4,8,23,28,74,-46
19,20,Osasuna Pampelune,19,35,3,10,22,37,84,-47
