,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,80,34,25,5,4,66,20,+46
1,2,SSC Naples,69,34,20,9,5,64,32,+32
2,3,Milan AC,62,34,18,8,8,60,38,+22
3,4,Fiorentina,61,34,18,7,9,65,42,+23
4,5,AS Rome,55,34,16,7,11,68,54,+14
5,6,Udinese,54,34,14,12,8,46,39,+7
6,7,Inter Milan,53,34,16,5,13,51,46,+5
7,8,Lazio Rome,52,34,15,7,12,40,40,0
8,9,Calcio Catane,48,34,13,9,12,43,43,0
9,10,Cagliari,42,34,11,9,14,41,53,-12
10,11,Bologne FC,40,34,10,10,14,44,43,+1
11,12,Parme FC,40,34,10,10,14,39,43,-4
12,13,Atalanta Bergame  ,39,34,11,8,15,36,49,-13
13,14,Chievo Vérone,39,34,11,6,17,33,49,-16
14,15,Sampdoria Gênes  ,38,34,10,9,15,38,43,-5
15,16,Torino FC  ,36,34,8,13,13,43,51,-8
16,17,US Palerme,32,34,6,14,14,31,46,-15
17,18,Genoa CFC,32,34,7,11,16,34,51,-17
18,19,Sienne  ,30,34,9,9,16,34,49,-15
19,20,Pescara Calcio,22,34,6,4,24,25,70,-45
