,0,1,2,3,4,5,6,7,8,9
0,1,Olympique Lyonnais,27,10,9,0,1,25,5,+20
1,2,Olympique de Marseille,24,9,8,0,1,21,6,+15
2,3,Paris SG,20,8,6,2,0,17,3,+14
3,4,Girondins de Bordeaux,20,8,6,2,0,16,8,+8
4,5,Lille OSC,19,10,5,4,1,12,4,+8
5,6,Reims,19,10,6,1,3,15,15,0
6,7,AS Saint-Etienne,18,9,5,3,1,11,4,+7
7,8,Stade Rennais,16,8,5,1,2,14,10,+4
8,9,Montpellier Herault SC,16,9,5,1,3,12,8,+4
9,10,FC Nantes Atlantique,16,10,4,4,2,10,8,+2
10,11,FC Metz,15,8,4,3,1,14,8,+6
11,12,AS Monaco,15,9,4,3,2,11,7,+4
12,13,Bastia SC,13,10,3,4,3,11,11,0
13,14,Evian Thonon Gaillard,13,9,4,1,4,11,12,-1
14,15,OGC Nice,12,10,3,3,4,9,12,-3
15,16,En Avant Guingamp,12,10,4,0,6,11,15,-4
16,17,Lorient,11,9,3,2,4,10,8,+2
17,18,Toulouse FC,11,8,3,2,3,12,12,0
18,19,Lens,8,8,2,2,4,9,10,-1
19,20,SM Caen,4,8,1,1,6,7,13,-6
