,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,32,12,10,2,0,32,7,+25
1,2,AS Rome,26,12,7,5,0,23,7,+16
2,3,US Palerme,25,12,7,4,1,21,13,+8
3,4,SSC Naples,24,12,7,3,2,28,17,+11
4,5,Lazio Rome,24,12,8,0,4,23,13,+10
5,6,Sampdoria Gênes,22,12,5,7,0,17,10,+7
6,7,Milan AC,21,13,6,3,4,18,11,+7
7,8,Inter Milan,18,11,5,3,3,24,14,+10
8,9,Fiorentina,18,12,4,6,2,16,11,+5
9,10,Torino FC,18,12,4,6,2,14,9,+5
10,11,Genoa CFC,17,12,4,5,3,17,14,+3
11,12,Empoli FC,17,13,4,5,4,13,12,+1
12,13,Udinese,16,12,4,4,4,16,14,+2
13,14,US Sassuolo Calcio,15,11,3,6,2,13,11,+2
14,15,Hellas Vérone,15,12,4,3,5,15,18,-3
15,16,Atalanta Bergame,13,11,3,4,4,13,18,-5
16,17,AC Cesena,11,12,2,5,5,14,23,-9
17,18,Chievo Vérone,10,12,2,4,6,10,15,-5
18,19,Parme FC  ,10,13,3,1,9,13,21,-8
19,20,Cagliari,9,12,2,3,7,13,23,-10
