,0,1,2,3,4,5,6,7,8,9
0,1,Paris SG,28,12,8,4,0,24,7,+17
1,2,Lille OSC,26,12,8,2,2,15,4,+11
2,3,AS Monaco,25,12,7,4,1,20,10,+10
3,4,Olympique de Marseille,18,12,5,3,4,16,12,+4
4,5,FC Nantes Atlantique,18,12,5,3,4,14,10,+4
5,6,Reims,18,12,4,6,2,15,12,+3
6,7,AS Saint-Etienne,18,12,5,3,4,17,15,+2
7,8,Stade Rennais,17,12,4,5,3,16,12,+4
8,9,Girondins de Bordeaux,17,12,4,5,3,16,14,+2
9,-,En Avant Guingamp,17,12,5,2,5,16,14,+2
10,11,OGC Nice,17,12,5,2,5,13,13,0
11,12,Bastia SC,16,12,4,4,4,14,17,-3
12,13,Olympique Lyonnais,15,12,4,3,5,17,15,+2
13,14,Evian Thonon Gaillard,15,12,4,3,5,14,20,-6
14,15,Toulouse FC,15,12,4,3,5,10,18,-8
15,16,Montpellier Herault SC,13,12,2,7,3,15,16,-1
16,17,Lorient,10,12,3,1,8,11,23,-12
17,18,Valenciennes,8,12,2,2,8,10,19,-9
18,19,Ajaccio AC,7,12,1,4,7,8,18,-10
19,20,Sochaux-Montbélliard,7,12,1,4,7,10,22,-12
