,0,1,2,3,4,5,6,7,8,9
0,1,FC Barcelone,36,14,11,3,0,36,7,+29
1,2,Valence CF,31,14,9,4,1,33,13,+20
2,3,Atlético Madrid,30,14,8,6,0,23,7,+16
3,4,Real Madrid,28,14,8,4,2,25,11,+14
4,5,FC Séville,28,14,9,1,4,19,14,+5
5,6,Villarreal CF,21,14,6,3,5,22,18,+4
6,7,CD Leganés,20,14,6,2,6,12,13,-1
7,8,Getafe CF,19,14,5,4,5,20,15,+5
8,9,Real Sociedad,19,14,5,4,5,28,26,+2
9,10,Celta Vigo,18,14,5,3,6,26,21,+5
10,11,Betis Séville,18,14,5,3,6,23,28,-5
11,12,Girona FC,17,14,4,5,5,18,22,-4
12,13,Eibar SD,17,14,5,2,7,16,27,-11
13,14,Levante UD,16,14,3,7,4,14,20,-6
14,15,Espanyol Barcelone,16,14,4,4,6,11,18,-7
15,16,Athletic Bilbao,14,14,3,5,6,14,18,-4
16,17,Deportivo La Corogne,12,14,3,3,8,17,27,-10
17,18,Las Palmas UD,10,14,3,1,10,11,32,-21
18,19,Deportivo Alavés,9,14,3,0,11,10,24,-14
19,20,Málaga CF,8,14,2,2,10,11,28,-17
