,0,1,2,3,4,5,6,7,8,9
0,1,Paris SG,23,10,7,2,1,18,9,+9
1,2,AS Monaco,22,11,6,4,1,17,8,+9
2,3,Olympique de Marseille,19,11,5,4,2,15,9,+6
3,4,Reims,17,11,4,5,2,11,11,0
4,5,Lille OSC,16,11,4,4,3,8,7,+1
5,6,AS Saint-Etienne,14,10,4,2,4,9,9,0
6,7,FC Nantes Atlantique,14,11,4,2,5,11,15,-4
7,8,Toulouse FC,14,11,4,2,5,10,14,-4
8,9,Olympique Lyonnais,13,10,4,1,5,16,20,-4
9,10,Girondins de Bordeaux,12,10,2,6,2,13,13,0
10,11,Montpellier Herault SC,9,10,1,6,3,10,15,-5
11,12,Lorient,9,11,3,0,8,11,18,-7
12,13,Stade Rennais,8,10,2,2,6,9,12,-3
13,14,Valenciennes,8,11,2,2,7,11,20,-9
14,15,Evian Thonon Gaillard,8,10,2,2,6,6,17,-11
15,16,En Avant Guingamp,7,10,1,4,5,5,12,-7
16,17,Bastia SC,5,11,0,5,6,10,22,-12
17,18,OGC Nice,5,10,1,2,7,3,15,-12
18,19,Ajaccio AC,3,10,0,3,7,4,20,-16
19,20,Sochaux-Montbélliard,1,11,0,1,10,7,30,-23
