,0,1,2,3,4,5,6,7,8,9
0,1,Real Madrid,27,11,8,3,0,31,10,+21
1,2,FC Barcelone,25,11,8,1,2,32,13,+19
2,3,Villarreal CF,22,11,6,4,1,19,7,+12
3,4,Atlético Madrid,21,11,6,3,2,25,8,+17
4,5,FC Séville,21,11,6,3,2,19,15,+4
5,6,Real Sociedad,19,11,6,1,4,18,12,+6
6,7,Athletic Bilbao,17,11,5,2,4,15,13,+2
7,8,Celta Vigo,17,11,5,2,4,18,21,-3
8,9,Las Palmas UD,16,11,4,4,3,21,18,+3
9,10,Málaga CF,15,11,4,3,4,17,16,+1
10,11,Eibar SD,15,11,4,3,4,16,15,+1
11,12,Deportivo Alavés,13,11,3,4,4,11,15,-4
12,13,Espanyol Barcelone,12,11,2,6,3,13,17,-4
13,14,Betis Séville,11,11,3,2,6,11,22,-11
14,15,Valence CF,10,11,3,1,7,15,21,-6
15,16,Deportivo La Corogne,10,11,2,4,5,8,16,-8
16,17,CD Leganés,10,11,3,1,7,9,22,-13
17,18,Sporting Gijon,9,11,2,3,6,10,22,-12
18,19,Osasuna Pampelune,7,11,1,4,6,12,21,-9
19,20,Grenade CF,4,11,0,4,7,9,25,-16
