,0,1,2,3,4,5,6,7,8,9
0,1,Manchester City (ANG),9,3,3,0,0,10,1,+9
1,2,Tottenham Hotspur (ANG),9,3,3,0,0,8,2,+6
2,-,Chelsea (ANG),9,3,3,0,0,8,2,+6
3,4,Watford (ANG),9,3,3,0,0,6,1,+5
4,5,Manchester United (ANG),7,3,2,1,0,7,2,+5
5,6,Swansea City (GAL),5,3,1,2,0,2,0,+2
6,7,Burnley FC (ANG),5,3,1,2,0,5,4,+1
7,8,Huddersfield Town (ANG),4,3,1,1,1,3,2,+1
8,9,Southampton (ANG),4,2,1,1,0,1,0,+1
9,10,FC Liverpool (ANG),4,3,1,1,1,6,10,-4
10,11,Newcastle United (ANG),3,3,1,0,2,1,2,-1
11,12,West Bromwich Albion (ANG),3,3,1,0,2,2,5,-3
12,13,Stoke City (ANG),1,3,0,1,2,2,4,-2
13,14,Leicester City (ANG),1,3,0,1,2,4,7,-3
14,15,Brighton & Hove Albion FC (ANG),1,3,0,1,2,1,4,-3
15,16,FC Arsenal (ANG),1,3,0,1,2,0,5,-5
16,17,Everton (ANG),1,3,0,1,2,1,7,-6
17,18,West Ham United (ANG),1,4,0,1,3,2,10,-8
18,19,Bournemouth (ANG),0,3,0,0,3,1,6,-5
19,20,Crystal Palace (ANG),0,3,0,0,3,0,7,-7
