,0,1,2,3,4,5,6,7,8,9
0,1,Chelsea (ANG),59,25,18,5,2,55,21,+34
1,2,Manchester City (ANG),52,25,15,7,3,51,25,+26
2,3,Manchester United (ANG),47,25,13,8,4,43,24,+19
3,4,Southampton (ANG),46,25,14,4,7,38,17,+21
4,5,FC Arsenal (ANG),45,25,13,6,6,47,28,+19
5,6,Tottenham Hotspur (ANG),43,25,13,4,8,39,34,+5
6,7,FC Liverpool (ANG),42,25,12,6,7,36,29,+7
7,8,West Ham United (ANG),38,25,10,8,7,36,28,+8
8,9,Swansea City (GAL),34,25,9,7,9,28,33,-5
9,10,Stoke City (ANG),33,25,9,6,10,28,33,-5
10,11,Newcastle United (ANG),32,25,8,8,9,31,37,-6
11,12,Everton (ANG),27,25,6,9,10,31,35,-4
12,13,Crystal Palace (ANG),27,25,6,9,10,27,35,-8
13,14,West Bromwich Albion (ANG),26,25,6,8,11,24,34,-10
14,15,Sunderland (ANG),24,25,4,12,9,22,36,-14
15,16,Hull City (ANG),23,25,5,8,12,23,34,-11
16,17,Queens Park Rangers (ANG),22,25,6,4,15,26,43,-17
17,18,Aston Villa (ANG),22,25,5,7,13,12,34,-22
18,19,Burnley FC (ANG),21,25,4,9,12,24,43,-19
19,20,Leicester City (ANG),17,25,4,5,16,22,40,-18
