,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,60,23,19,3,1,63,8,+55
1,2,Borussia Dortmund,43,23,12,7,4,51,27,+24
2,3,Bayer Leverkusen,42,23,12,6,5,43,30,+13
3,4,Eintracht Francfort,38,23,11,5,7,38,34,+4
4,5,SC Fribourg,35,23,9,8,6,29,22,+7
5,6,Hambourg SV,34,23,10,4,9,28,32,-4
6,7,Hanovre 96,33,23,10,3,10,46,42,+4
7,8,1. FSV Mayence 05,33,23,9,6,8,31,28,+3
8,9,Schalke 04,33,23,9,6,8,37,38,-1
9,10,Borussia Mönchengladbach,31,23,7,10,6,32,34,-2
10,11,VfB Stuttgart,29,23,8,5,10,25,40,-15
11,12,Werder Brême,28,23,8,4,11,39,47,-8
12,13,Fortuna Düsseldorf,27,23,7,6,10,28,31,-3
13,14,FC Nuremberg,27,23,6,9,8,23,30,-7
14,15,VfL Wolfsbourg,27,23,7,6,10,23,33,-10
15,16,FC Augsburg,18,23,3,9,11,20,36,-16
16,17,TSG 1899 Hoffenheim,16,23,4,4,15,27,48,-21
17,18,SpVgg Greuther Fürth,13,23,2,7,14,13,36,-23
