,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,19,7,6,1,0,17,4,+13
1,2,SSC Naples,19,7,6,1,0,14,3,+11
2,3,Lazio Rome,15,7,5,0,2,12,6,+6
3,4,Inter Milan,15,7,5,0,2,11,6,+5
4,5,AS Rome,11,7,3,2,2,14,11,+3
5,6,Fiorentina,11,7,3,2,2,8,6,+2
6,7,Calcio Catane,11,7,3,2,2,9,11,-2
7,8,Sampdoria Gênes  ,10,7,3,2,2,9,8,+1
8,9,Genoa CFC,9,7,2,3,2,8,8,0
9,10,Torino FC  ,8,7,2,3,2,9,5,+4
10,11,Milan AC,7,7,2,1,4,7,7,0
11,12,Bologne FC,7,7,2,1,4,9,10,-1
12,13,Pescara Calcio,7,7,2,1,4,6,14,-8
13,14,Udinese,6,7,1,3,3,7,11,-4
14,15,Parme FC,6,7,1,3,3,6,10,-4
15,16,Chievo Vérone,6,7,2,0,5,6,14,-8
16,17,US Palerme,5,7,1,2,4,6,11,-5
17,18,Atalanta Bergame  ,5,7,2,1,4,5,11,-6
18,19,Cagliari,5,7,1,2,4,4,11,-7
19,20,Sienne  ,2,7,2,2,3,8,8,0
