,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,41,16,13,2,1,53,11,+42
1,2,Bayer Leverkusen,36,16,11,3,2,33,14,+19
2,3,Schalke 04,33,16,10,3,3,34,20,+14
3,4,Borussia Dortmund,32,15,10,2,3,38,16,+22
4,5,Borussia Mönchengladbach,29,15,8,5,2,24,15,+9
5,6,Hanovre 96,28,15,8,4,3,29,21,+8
6,7,Eintracht Francfort,27,15,8,3,4,27,20,+7
7,8,1. FSV Mayence 05,26,16,7,5,4,20,15,+5
8,9,SC Fribourg,25,15,7,4,4,22,16,+6
9,10,Hambourg SV,25,15,8,1,6,17,16,+1
10,11,FC Nuremberg,24,15,6,6,3,21,15,+6
11,12,Fortuna Düsseldorf,21,16,5,6,5,23,26,-3
12,13,TSG 1899 Hoffenheim,19,16,5,4,7,20,26,-6
13,14,VfB Stuttgart,18,15,5,3,7,18,24,-6
14,15,Werder Brême,18,15,5,3,7,20,27,-7
15,16,FC Augsburg,17,16,4,5,7,16,21,-5
16,17,VfL Wolfsbourg,16,16,3,7,6,18,27,-9
17,18,SpVgg Greuther Fürth,4,16,0,4,12,9,34,-25
