,0,1,2,3,4,5,6,7,8,9
0,1,FC Barcelone,9,3,3,0,0,13,1,+12
1,2,Levante UD,8,4,2,2,0,7,3,+4
2,3,Valence CF,7,3,2,1,0,6,0,+6
3,4,FC Séville,7,3,2,1,0,5,1,+4
4,5,Betis Séville,6,2,2,0,0,4,2,+2
5,6,Villarreal CF,4,2,1,1,0,3,1,+2
6,7,Athletic Bilbao,4,3,1,1,1,3,2,+1
7,8,Celta Vigo,4,3,1,1,1,4,4,0
8,9,Girona FC,4,3,1,1,1,3,3,0
9,10,CD Leganés,4,3,1,1,1,2,2,0
10,11,Real Sociedad,3,2,1,0,1,4,3,+1
11,12,Atlético Madrid,3,1,1,0,0,1,0,+1
12,13,Espanyol Barcelone,3,2,1,0,1,2,2,0
13,14,Eibar SD,3,2,1,0,1,1,1,0
14,15,Las Palmas UD,3,2,1,0,1,2,5,-3
15,16,Deportivo La Corogne,3,3,1,0,2,3,7,-4
16,17,Real Madrid,2,3,0,2,1,3,4,-1
17,18,Getafe CF,0,2,0,0,2,1,3,-2
18,19,Málaga CF,0,2,0,0,2,1,4,-3
19,20,Deportivo Alavés,0,2,0,0,2,0,5,-5
