,0,1,2,3,4,5,6,7,8,9
0,1,Borussia Dortmund,15,5,5,0,0,15,3,+12
1,2,Bayern Munich,15,5,5,0,0,12,2,+10
2,3,Bayer Leverkusen,13,5,4,1,0,13,5,+8
3,4,Hanovre 96,13,5,4,1,0,11,4,+7
4,5,Borussia Mönchengladbach,12,4,4,0,0,13,2,+11
5,6,Hertha Berlin,12,5,4,0,1,11,3,+8
6,7,VfL Wolfsbourg,9,4,3,0,1,8,3,+5
7,8,Schalke 04,7,4,2,1,1,9,8,+1
8,9,1. FSV Mayence 05,7,5,2,1,2,8,9,-1
9,10,FC Augsburg,7,5,2,1,2,7,10,-3
10,11,TSG 1899 Hoffenheim,6,5,1,3,1,11,11,0
11,12,VfB Stuttgart,5,4,1,2,1,8,5,+3
12,13,Werder Brême,5,4,1,2,1,4,6,-2
13,14,Hambourg SV,4,4,1,1,2,8,10,-2
14,15,SC Fribourg,3,4,0,3,1,4,5,-1
15,16,Eintracht Francfort,2,4,0,2,2,4,6,-2
16,17,FC Nuremberg,2,4,0,2,2,3,9,-6
17,18,Eintracht Braunschweig,1,5,0,1,4,3,11,-8
