,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,70,28,23,1,4,58,19,+39
1,2,AS Rome,62,28,20,2,6,61,25,+36
2,3,SSC Naples,60,28,18,6,4,65,30,+35
3,4,Lazio Rome,56,28,17,5,6,50,30,+20
4,5,Inter Milan,54,28,17,3,8,53,29,+24
5,6,Atalanta Bergame,52,28,16,4,8,43,33,+10
6,7,Milan AC,50,28,15,5,8,41,32,+9
7,8,Fiorentina,45,28,12,9,7,45,37,+8
8,9,Sampdoria Gênes,41,28,11,8,9,35,33,+2
9,10,Torino FC,39,28,10,9,9,52,46,+6
10,11,Chievo Vérone,38,28,11,5,12,33,37,-4
11,12,Udinese,33,28,9,6,13,32,37,-5
12,13,US Sassuolo Calcio,31,28,9,4,15,35,43,-8
13,14,Bologne FC,31,28,8,7,13,25,41,-16
14,15,Cagliari,31,28,9,4,15,36,58,-22
15,16,Genoa CFC,29,28,7,8,13,30,42,-12
16,17,Empoli FC,22,28,5,7,16,15,43,-28
17,18,US Palerme,15,28,3,6,19,23,56,-33
18,19,Crotone,14,28,3,5,20,21,48,-27
19,20,Pescara Calcio,12,28,2,6,20,29,63,-34
