,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,31,12,10,1,1,33,5,+28
1,2,Schalke 04,23,12,7,2,3,22,14,+8
2,3,Eintracht Francfort,23,12,7,2,3,25,18,+7
3,4,Borussia Dortmund,22,12,6,4,2,26,13,+13
4,5,Bayer Leverkusen,21,12,6,3,3,21,17,+4
5,6,Hanovre 96,17,12,5,2,5,25,20,+5
6,7,Werder Brême,17,12,5,2,5,20,18,+2
7,8,1. FSV Mayence 05,17,12,5,2,5,15,14,+1
8,9,Hambourg SV,17,12,5,2,5,12,14,-2
9,10,SC Fribourg,16,12,4,4,4,16,14,+2
10,11,Borussia Mönchengladbach,16,12,4,4,4,18,23,-5
11,12,VfB Stuttgart,16,12,4,4,4,14,20,-6
12,13,VfL Wolfsbourg,14,12,4,2,6,12,19,-7
13,14,TSG 1899 Hoffenheim,12,12,3,3,6,18,26,-8
14,15,FC Nuremberg,12,12,3,3,6,10,18,-8
15,16,Fortuna Düsseldorf,11,12,2,5,5,11,18,-7
16,17,SpVgg Greuther Fürth,7,12,1,4,7,10,23,-13
17,18,FC Augsburg,6,12,1,3,8,8,22,-14
