,0,1,2,3,4,5,6,7,8,9
0,1,SSC Naples,22,8,7,1,0,18,6,+12
1,2,Lazio Rome,21,8,7,0,1,20,9,+11
2,3,AS Rome,18,8,5,3,0,14,4,+10
3,4,Inter Milan,18,8,5,3,0,13,5,+8
4,5,Juventus Turin,16,7,5,1,1,20,10,+10
5,6,Torino FC,13,9,3,4,2,11,14,-3
6,7,Bologne FC,12,8,4,0,4,8,8,0
7,8,Genoa CFC,11,8,3,2,3,5,5,0
8,9,Milan AC,10,8,3,1,4,15,14,+1
9,10,Fiorentina,9,9,2,3,4,12,10,+2
10,11,Sampdoria Gênes,9,8,2,3,3,10,15,-5
11,12,Chievo Vérone,9,8,2,3,3,7,15,-8
12,13,US Sassuolo Calcio,9,8,3,0,5,7,18,-11
13,14,Cagliari,7,8,2,1,5,6,14,-8
14,15,Udinese,6,7,2,0,5,9,13,-4
15,16,Hellas Vérone,6,8,1,3,4,9,15,-6
16,17,Atalanta Bergame,6,8,1,3,4,8,14,-6
17,18,Crotone,4,8,1,1,6,6,20,-14
18,19,SPAL Ferrara,2,8,0,2,6,5,16,-11
19,20,Benevento Calcio,0,8,0,0,8,3,18,-15
