,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,34,12,11,1,0,28,1,+27
1,2,Borussia Dortmund,23,13,6,5,2,28,17,+11
2,3,VfL Wolfsbourg,20,13,6,2,5,19,18,+1
3,4,SC Fribourg,17,12,4,5,3,15,13,+2
4,5,VfB Stuttgart,17,13,5,2,6,13,22,-9
5,6,Bayer Leverkusen,16,13,4,4,5,20,21,-1
6,7,Hambourg SV,16,13,4,4,5,15,20,-5
7,8,Eintracht Francfort,15,13,4,3,6,13,18,-5
8,9,Borussia Mönchengladbach,15,13,3,6,4,13,20,-7
9,10,1. FSV Mayence 05,13,12,3,4,5,15,17,-2
10,11,Schalke 04,13,12,3,4,5,18,23,-5
11,12,FC Nuremberg,13,13,3,4,6,10,19,-9
12,13,Werder Brême,12,13,3,3,7,22,29,-7
13,14,FC Augsburg,10,12,2,4,6,11,19,-8
14,15,SpVgg Greuther Fürth,10,12,2,4,6,10,18,-8
15,16,Fortuna Düsseldorf,8,12,2,2,8,12,17,-5
16,17,TSG 1899 Hoffenheim,7,12,2,1,9,15,24,-9
17,18,Hanovre 96,7,12,2,1,9,19,30,-11
