,0,1,2,3,4,5,6,7,8,9
0,1,Paris SG,16,6,5,1,0,18,4,+14
1,2,SM Caen,16,8,5,1,2,8,8,0
2,3,Olympique Lyonnais,14,7,4,2,1,10,2,+8
3,4,Lorient,14,8,4,2,2,15,9,+6
4,5,Girondins de Bordeaux,14,7,4,2,1,11,5,+6
5,6,AS Saint-Etienne,13,7,4,1,2,11,8,+3
6,7,En Avant Guingamp,12,7,3,3,1,12,8,+4
7,8,Bastia SC,12,7,4,0,3,11,8,+3
8,9,Montpellier Herault SC,12,8,4,0,4,12,11,+1
9,10,OGC Nice,10,7,3,1,3,13,7,+6
10,11,Reims,10,7,3,1,3,8,6,+2
11,12,SCO Angers,10,7,2,4,1,3,3,0
12,13,Stade Rennais,9,7,2,3,2,9,10,-1
13,14,FC Nantes Atlantique,9,6,3,0,3,6,7,-1
14,15,AS Monaco,9,7,2,3,2,6,8,-2
15,16,Olympique de Marseille,8,7,2,2,3,13,7,+6
16,17,Ajaccio Gazélec,8,6,2,2,2,8,7,+1
17,18,Lille OSC,8,7,2,2,3,5,5,0
18,19,Toulouse FC,7,6,1,4,1,8,8,0
19,20,ESTAC Troyes,4,8,0,4,4,5,10,-5
