,0,1,2,3,4,5,6,7,8,9
0,1,Manchester City (ANG),18,8,6,0,2,23,10,+13
1,2,Tottenham Hotspur (ANG),16,8,4,4,0,14,5,+9
2,3,Manchester United (ANG),15,7,4,3,0,9,1,+8
3,4,FC Arsenal (ANG),14,7,4,2,1,11,5,+6
4,5,Leicester City (ANG),14,7,4,2,1,14,12,+2
5,6,Everton (ANG),12,8,3,3,2,17,12,+5
6,7,Southampton (ANG),11,8,3,2,3,13,11,+2
7,8,Watford (ANG),11,8,3,2,3,6,6,0
8,9,FC Liverpool (ANG),11,7,3,2,2,8,9,-1
9,10,Crystal Palace (ANG),10,8,3,1,4,11,9,+2
10,11,Stoke City (ANG),10,7,3,1,3,7,7,0
11,12,Chelsea (ANG),10,8,3,1,4,10,11,-1
12,13,Newcastle United (ANG),9,8,2,3,3,13,12,+1
13,14,West Ham United (ANG),9,7,2,3,2,12,11,+1
14,15,Swansea City (GAL),9,8,2,3,3,8,12,-4
15,16,Sunderland (ANG),8,7,2,2,3,9,8,+1
16,17,Norwich City (ANG),8,7,2,2,3,8,9,-1
17,18,West Bromwich Albion (ANG),8,8,2,2,4,10,14,-4
18,19,Bournemouth (ANG),6,7,1,3,3,8,12,-4
19,20,Aston Villa (ANG),2,7,0,2,5,5,10,-5
