,0,1,2,3,4,5,6,7,8,9
0,1,Manchester City (ANG),52,18,17,1,0,56,12,+44
1,2,Manchester United (ANG),41,18,13,2,3,39,12,+27
2,3,Chelsea (ANG),38,18,12,2,4,32,14,+18
3,4,FC Liverpool (ANG),34,18,9,7,2,38,20,+18
4,5,FC Arsenal (ANG),33,18,10,3,5,31,20,+11
5,6,Burnley FC (ANG),32,18,9,5,4,16,12,+4
6,7,Tottenham Hotspur (ANG),31,18,9,4,5,31,18,+13
7,8,Leicester City (ANG),26,18,7,5,6,27,26,+1
8,9,Everton (ANG),25,18,7,4,7,24,30,-6
9,10,Watford (ANG),22,18,6,4,8,27,33,-6
10,11,Huddersfield Town (ANG),21,18,6,3,9,16,30,-14
11,12,Southampton (ANG),18,18,4,6,8,17,24,-7
12,13,Brighton & Hove Albion FC (ANG),18,18,4,6,8,14,23,-9
13,14,Crystal Palace (ANG),17,18,4,5,9,15,28,-13
14,15,West Ham United (ANG),17,18,4,5,9,17,32,-15
15,16,Bournemouth (ANG),16,18,4,4,10,15,24,-9
16,17,Stoke City (ANG),16,18,4,4,10,19,39,-20
17,18,Newcastle United (ANG),15,18,4,3,11,16,27,-11
18,19,West Bromwich Albion (ANG),14,18,2,8,8,13,24,-11
19,20,Swansea City (GAL),12,18,3,3,12,10,25,-15
