,0,1,2,3,4,5,6,7,8,9
0,1,Sampdoria Gênes,13,5,4,1,0,13,3,+10
1,2,Juventus Turin,12,5,4,0,1,12,2,+10
2,3,Inter Milan,12,4,4,0,0,9,2,+7
3,4,SSC Naples,10,4,3,1,0,12,1,+11
4,5,Lazio Rome,10,5,3,1,1,14,6,+8
5,6,Atalanta Bergame,10,5,3,1,1,10,5,+5
6,7,Milan AC,10,5,3,1,1,6,4,+2
7,8,Chievo Vérone,7,4,2,1,1,7,6,+1
8,9,Fiorentina,7,4,2,1,1,6,5,+1
9,10,AS Rome,6,4,2,0,2,7,5,+2
10,11,Udinese,6,5,2,0,3,10,11,-1
11,12,Torino FC,5,4,1,2,1,7,5,+2
12,13,Bologne FC,5,4,1,2,1,4,6,-2
13,14,Crotone,5,5,1,2,2,4,7,-3
14,15,SPAL Ferrara,4,5,1,1,3,6,9,-3
15,16,Hellas Vérone,4,5,1,1,3,2,11,-9
16,17,Cagliari,3,4,1,0,3,3,6,-3
17,18,US Sassuolo Calcio,2,4,0,2,2,1,4,-3
18,19,Genoa CFC,1,4,0,1,3,5,9,-4
19,20,Benevento Calcio,0,5,0,0,5,1,11,-10
