,0,1,2,3,4,5,6,7,8,9
0,1,Manchester City (ANG),6,2,2,0,0,5,0,+5
1,2,FC Liverpool (ANG),4,2,1,1,0,1,0,+1
2,3,Everton (ANG),3,1,1,0,0,3,0,+3
3,4,Crystal Palace (ANG),3,1,1,0,0,3,1,+2
4,-,Norwich City (ANG),3,1,1,0,0,3,1,+2
5,6,West Ham United (ANG),3,1,1,0,0,2,0,+2
6,7,Leicester City (ANG),3,1,1,0,0,2,1,+1
7,-,FC Arsenal (ANG),3,1,1,0,0,2,1,+1
8,9,Manchester United (ANG),3,1,1,0,0,1,0,+1
9,10,Bournemouth (ANG),3,2,1,0,1,4,4,0
10,11,Aston Villa (ANG),3,2,1,0,1,2,2,0
11,12,Chelsea (ANG),3,2,1,0,1,3,5,-2
12,13,Stoke City (ANG),2,2,0,2,0,3,3,0
13,-,Swansea City (GAL),2,2,0,2,0,3,3,0
14,15,Southampton (ANG),2,2,0,2,0,2,2,0
15,16,Watford (ANG),1,1,0,1,0,2,2,0
16,17,West Bromwich Albion (ANG),1,1,0,1,0,0,0,0
17,18,Tottenham Hotspur (ANG),1,2,0,1,1,1,2,-1
18,19,Newcastle United (ANG),1,2,0,1,1,0,2,-2
19,20,Sunderland (ANG),0,1,0,0,1,2,4,-2
