,0,1,2,3,4,5,6,7,8,9
0,1,Borussia Dortmund,6,2,2,0,0,8,2,+6
1,2,FC Ingolstadt 04,6,2,2,0,0,2,0,+2
2,3,Werder Brême,4,2,1,1,0,4,2,+2
3,4,Darmstadt 98,4,2,1,1,0,2,1,+1
4,5,Eintracht Francfort,3,2,1,0,1,5,3,+2
5,6,Bayern Munich,3,1,1,0,0,2,1,+1
6,7,Schalke 04,3,2,1,0,1,3,3,0
7,-,1. FSV Mayence 05,3,2,1,0,1,3,3,0
8,9,Hertha Berlin,3,2,1,0,1,2,3,-1
9,10,FC Cologne,3,2,1,0,1,5,7,-2
10,11,Bayer Leverkusen,3,2,1,0,1,1,3,-2
11,12,Hambourg SV,3,3,1,0,2,4,7,-3
12,13,VfL Wolfsbourg,2,2,0,2,0,1,1,0
13,14,FC Augsburg,1,2,0,1,1,2,3,-1
14,15,TSG 1899 Hoffenheim,1,2,0,1,1,1,2,-1
15,16,Hanovre 96,1,2,0,1,1,2,5,-3
16,17,VfB Stuttgart,0,2,0,0,2,3,5,-2
17,18,Borussia Mönchengladbach,0,2,0,0,2,1,6,-5
