,0,1,2,3,4,5,6,7,8,9
0,1,Manchester City (ANG),27,9,9,0,0,24,5,+19
1,2,Chelsea (ANG),20,10,6,2,2,18,7,+11
2,3,Manchester United (ANG),18,10,5,3,2,19,11,+8
3,4,FC Liverpool (ANG),18,10,5,3,2,27,20,+7
4,5,Tottenham Hotspur (ANG),16,10,5,1,4,18,12,+6
5,6,Burnley FC (ANG),15,9,4,3,2,9,9,0
6,7,Leicester City (ANG),13,9,3,4,2,16,14,+2
7,-,Watford (ANG),13,10,4,1,5,16,14,+2
8,9,FC Arsenal (ANG),9,9,2,3,4,9,13,-4
9,10,Newcastle United (ANG),8,10,2,2,6,10,17,-7
10,11,Bournemouth (ANG),8,10,2,2,6,6,15,-9
11,12,Huddersfield Town (ANG),8,10,2,2,6,8,20,-12
12,13,Brighton & Hove Albion FC (ANG),7,9,2,1,6,5,11,-6
13,14,Everton (ANG),7,9,1,4,4,7,17,-10
14,15,Southampton (ANG),6,8,1,3,4,5,10,-5
15,16,West Bromwich Albion (ANG),6,10,1,3,6,5,13,-8
16,17,Crystal Palace (ANG),6,10,1,3,6,4,14,-10
17,18,West Ham United (ANG),6,10,1,3,6,9,21,-12
18,19,Swansea City (GAL),5,9,1,2,6,5,11,-6
19,20,Stoke City (ANG),5,9,1,2,6,9,21,-12
