,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,55,25,17,4,4,50,17,+33
1,2,SSC Naples,51,25,15,6,4,46,21,+25
2,3,Milan AC,44,25,13,5,7,44,31,+13
3,4,Lazio Rome,44,25,13,5,7,35,29,+6
4,5,Inter Milan,43,25,13,4,8,40,33,+7
5,6,Fiorentina,42,25,12,6,7,45,30,+15
6,7,Calcio Catane,39,25,11,6,8,32,30,+2
7,8,AS Rome,37,25,11,4,10,51,45,+6
8,9,Udinese,36,25,9,9,7,35,34,+1
9,10,Parme FC,32,25,8,8,9,31,33,-2
10,11,Torino FC  ,31,25,7,11,7,29,28,+1
11,12,Sampdoria Gênes  ,29,25,8,6,11,31,30,+1
12,13,Chievo Vérone,29,25,8,5,12,26,40,-14
13,14,Cagliari,28,25,7,7,11,28,41,-13
14,15,Atalanta Bergame  ,27,25,8,5,12,22,35,-13
15,16,Bologne FC,26,25,7,5,13,33,35,-2
16,17,Genoa CFC,25,25,6,7,12,26,37,-11
17,18,Sienne  ,21,25,7,6,12,27,34,-7
18,19,Pescara Calcio,21,25,6,3,16,20,51,-31
19,20,US Palerme,19,25,3,10,12,22,39,-17
