,0,1,2,3,4,5,6,7,8,9
0,1,FC Séville,24,9,8,0,1,21,11,+10
1,2,Real Madrid,23,9,7,2,0,24,9,+15
2,3,Celta Vigo,21,10,7,0,3,19,16,+3
3,4,Atlético Madrid,20,9,6,2,1,20,7,+13
4,5,Villarreal CF,20,9,6,2,1,18,6,+12
5,6,Athletic Bilbao,20,9,6,2,1,15,8,+7
6,7,Las Palmas UD,19,9,5,4,0,17,8,+9
7,8,FC Barcelone,18,9,5,3,1,23,7,+16
8,9,Málaga CF,17,9,5,2,2,17,13,+4
9,10,Eibar SD,17,9,5,2,2,12,8,+4
10,11,Real Sociedad,17,9,5,2,2,15,12,+3
11,12,Betis Séville,15,9,4,3,2,12,12,0
12,13,Deportivo La Corogne,14,9,4,2,3,15,10,+5
13,14,Espanyol Barcelone,11,9,2,5,2,11,11,0
14,15,Valence CF,11,9,3,2,4,15,18,-3
15,16,Deportivo Alavés,10,8,2,4,2,7,8,-1
16,17,Sporting Gijon,10,9,3,1,5,13,20,-7
17,18,Grenade CF,7,9,1,4,4,7,11,-4
18,19,CD Leganés,7,9,1,4,4,7,13,-6
19,20,Osasuna Pampelune,3,9,0,3,6,7,18,-11
