,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,44,17,14,2,1,56,11,+45
1,2,Bayer Leverkusen,39,17,12,3,2,36,15,+21
2,3,Borussia Dortmund,33,16,10,3,3,39,17,+22
3,4,Schalke 04,33,17,10,3,4,35,22,+13
4,5,Eintracht Francfort,30,16,9,3,4,30,21,+9
5,6,Hanovre 96,29,16,8,5,3,31,23,+8
6,7,Borussia Mönchengladbach,29,16,8,5,3,24,16,+8
7,8,SC Fribourg,28,16,8,4,4,24,16,+8
8,9,1. FSV Mayence 05,26,17,7,5,5,22,19,+3
9,10,Hambourg SV,26,16,8,2,6,18,17,+1
10,11,FC Nuremberg,24,16,6,6,4,21,17,+4
11,12,Fortuna Düsseldorf,21,17,5,6,6,24,28,-4
12,13,Werder Brême,20,17,5,5,7,23,30,-7
13,14,TSG 1899 Hoffenheim,19,17,5,4,8,21,30,-9
14,15,VfB Stuttgart,18,16,5,3,8,18,26,-8
15,16,FC Augsburg,17,16,4,5,7,16,21,-5
16,17,VfL Wolfsbourg,17,17,3,8,6,21,30,-9
17,18,SpVgg Greuther Fürth,4,17,0,4,13,10,36,-26
