,0,1,2,3,4,5,6,7,8,9
0,1,TSG 1899 Hoffenheim,3,1,1,0,0,5,1,+4
1,2,Borussia Dortmund,3,1,1,0,0,4,0,+4
2,3,1. FSV Mayence 05,3,1,1,0,0,2,1,+1
3,4,Bayer Leverkusen,3,1,1,0,0,1,0,+1
4,-,Bayern Munich,3,1,1,0,0,1,0,+1
5,6,Werder Brême,3,2,1,0,1,1,1,0
6,7,Eintracht Francfort,3,2,1,0,1,3,6,-3
7,8,Hertha Berlin,1,1,0,1,0,2,2,0
8,9,Hambourg SV,1,2,0,1,1,3,4,-1
9,10,SC Fribourg,1,2,0,1,1,4,6,-2
10,11,FC Nuremberg,1,2,0,1,1,2,4,-2
11,12,Eintracht Braunschweig,0,1,0,0,1,1,2,-1
12,13,FC Augsburg,0,1,0,0,1,0,1,-1
13,14,VfB Stuttgart,0,2,0,0,2,3,5,-2
14,15,Hanovre 96,0,1,0,0,1,0,3,-3
15,16,Borussia Mönchengladbach,0,2,0,0,2,3,7,-4
16,17,VfL Wolfsbourg,0,2,0,0,2,0,4,-4
17,18,Schalke 04,0,2,0,0,2,1,6,-5
