,0,1,2,3,4,5,6,7,8,9
0,1,Atlético Madrid,34,15,11,1,3,24,6,+18
1,2,FC Barcelone,32,14,10,2,2,30,12,+18
2,3,Real Madrid,26,14,7,5,2,27,14,+13
3,4,Athletic Bilbao,20,15,6,2,7,19,24,-5
4,5,Celta Vigo,20,14,6,2,6,17,29,-12
5,6,Betis Séville,19,15,5,4,6,14,20,-6
6,7,Villarreal CF,18,14,4,6,4,13,15,-2
7,8,Deportivo La Corogne,16,15,3,7,5,15,24,-9
8,9,Valence CF,15,15,4,3,8,14,17,-3
9,10,Real Sociedad,15,15,4,3,8,19,25,-6
10,11,Málaga CF,14,15,3,5,7,11,18,-7
11,12,Eibar SD,13,14,3,4,7,20,24,-4
12,13,Grenade CF,12,15,3,3,9,14,31,-17
13,14,Sporting Gijon,11,15,3,2,10,10,26,-16
14,15,Espanyol Barcelone,10,15,3,1,11,16,34,-18
15,16,FC Séville,9,14,0,9,5,10,17,-7
16,17,Las Palmas UD,9,14,2,3,9,13,27,-14
17,18,Rayo Vallecano,8,14,1,5,8,19,37,-18
18,19,Levante UD,6,14,1,3,10,10,30,-20
19,20,Getafe CF,5,14,1,2,11,9,40,-31
