,0,1,2,3,4,5,6,7,8,9
0,1,FC Ingolstadt 04,10,4,3,1,0,4,1,+3
1,2,Bayern Munich,9,3,3,0,0,8,1,+7
2,3,Schalke 04,9,4,3,0,1,5,3,+2
3,4,Borussia Dortmund,7,4,2,1,1,10,8,+2
4,5,1. FSV Mayence 05,6,4,2,0,2,6,6,0
5,6,FC Cologne,6,4,2,0,2,8,9,-1
6,7,Bayer Leverkusen,6,4,2,0,2,4,6,-2
7,8,Hambourg SV,6,5,2,0,3,5,10,-5
8,9,Darmstadt 98,5,3,1,2,0,4,3,+1
9,10,VfB Stuttgart,4,4,1,1,2,8,8,0
10,11,Werder Brême,4,4,1,1,2,5,5,0
11,12,TSG 1899 Hoffenheim,4,4,1,1,2,5,6,-1
12,13,Eintracht Francfort,4,5,1,1,3,5,7,-2
13,14,Hertha Berlin,4,4,1,1,2,3,6,-3
14,15,Borussia Mönchengladbach,3,4,1,0,3,4,8,-4
15,16,FC Augsburg,2,4,0,2,2,5,8,-3
16,17,Hanovre 96,2,4,0,2,2,3,8,-5
17,18,VfL Wolfsbourg,2,4,0,2,2,2,8,-6
