,0,1,2,3,4,5,6,7,8,9
0,1,Inter Milan,9,3,3,0,0,4,1,+3
1,2,Chievo Vérone,7,3,2,1,0,8,2,+6
2,3,Sampdoria Gênes,7,3,2,1,0,9,4,+5
3,4,Torino FC,7,3,2,1,0,7,4,+3
4,5,AS Rome,7,3,2,1,0,5,2,+3
5,6,US Sassuolo Calcio,7,3,2,1,0,5,3,+2
6,7,US Palerme,7,3,2,1,0,4,2,+2
7,8,Fiorentina,6,3,2,0,1,4,3,+1
8,9,Lazio Rome,6,3,2,0,1,4,5,-1
9,10,Atalanta Bergame,4,3,1,1,1,4,3,+1
10,11,Genoa CFC,3,3,1,0,2,2,2,0
11,12,Milan AC,3,3,1,0,2,2,4,-2
12,13,Udinese,3,3,1,0,2,1,3,-2
13,14,SSC Naples,2,3,0,2,1,5,6,-1
14,15,Hellas Vérone,2,3,0,2,1,3,5,-2
15,16,Juventus Turin,1,3,0,1,2,2,4,-2
16,17,Empoli FC,1,3,0,1,2,4,7,-3
17,18,Carpi FC 1909,1,3,0,1,2,5,9,-4
18,19,Bologne FC,0,3,0,0,3,1,5,-4
19,20,Frosinone Calcio,0,3,0,0,3,1,6,-5
