,0,1,2,3,4,5,6,7,8,9
0,1,FC Barcelone,43,15,14,1,0,52,11,+41
1,2,Real Madrid,41,15,13,2,0,50,13,+37
2,3,Atlético Madrid,40,15,13,1,1,35,8,+27
3,4,FC Séville,34,15,11,1,3,33,15,+18
4,5,Valence CF,33,16,10,3,3,32,24,+8
5,6,Real Sociedad,32,16,9,5,2,32,15,+17
6,7,Getafe CF,28,15,8,4,3,22,17,+5
7,8,Rayo Vallecano,28,15,9,1,5,23,19,+4
8,9,Levante UD,26,14,8,2,4,22,17,+5
9,10,Málaga CF,25,15,7,4,4,27,16,+11
10,11,Betis Séville,24,15,7,3,5,19,14,+5
11,12,Espanyol Barcelone,23,15,6,5,4,21,21,0
12,13,Athletic Bilbao,23,15,7,2,6,18,20,-2
13,14,Real Valladolid,20,15,5,5,5,25,22,+3
14,15,Celta Vigo,20,15,5,5,5,18,16,+2
15,16,Osasuna Pampelune,19,16,5,4,7,12,13,-1
16,17,Deportivo La Corogne,18,15,5,3,7,20,24,-4
17,18,Real Majorque,15,14,4,3,7,18,26,-8
18,19,Grenade CF,14,15,3,5,7,14,20,-6
19,20,Real Saragosse,13,14,3,4,7,15,17,-2
