,0,1,2,3,4,5,6,7,8,9
0,1,AS Monaco,45,20,14,3,3,60,21,+39
1,2,OGC Nice,45,20,13,6,1,34,13,+21
2,3,Paris SG,42,20,13,3,4,39,15,+24
3,4,Olympique Lyonnais,37,20,12,1,7,39,22,+17
4,5,En Avant Guingamp,30,20,8,6,6,26,22,+4
5,6,Olympique de Marseille,30,20,8,6,6,23,23,0
6,7,Stade Rennais,28,20,8,4,8,20,24,-4
7,8,AS Saint-Etienne,27,20,6,9,5,19,17,+2
8,9,Toulouse FC,26,20,7,5,8,22,22,0
9,10,Girondins de Bordeaux,26,20,6,8,6,21,27,-6
10,11,FC Nantes Atlantique,25,20,7,4,9,14,26,-12
11,12,Nancy,24,20,6,6,8,16,23,-7
12,13,Montpellier Herault SC,23,20,5,8,7,29,32,-3
13,14,Lille OSC,22,20,6,4,10,19,26,-7
14,15,SM Caen,21,20,6,3,11,23,35,-12
15,16,Dijon FCO,20,20,4,8,8,27,30,-3
16,17,Bastia SC,20,20,5,5,10,17,24,-7
17,18,SCO Angers,20,20,5,5,10,16,25,-9
18,19,FC Metz,20,20,5,5,10,18,39,-21
19,20,Lorient,18,20,5,3,12,23,39,-16
