,0,1,2,3,4,5,6,7,8,9
0,1,Olympique Lyonnais,24,11,7,3,1,23,11,+12
1,2,Paris SG,22,11,6,4,1,17,7,+10
2,3,Olympique de Marseille,22,11,7,1,3,15,12,+3
3,4,Toulouse FC,19,11,5,4,2,18,11,+7
4,5,Valenciennes,18,11,5,3,3,23,12,+11
5,6,AS Saint-Etienne,18,11,5,3,3,19,8,+11
6,7,Girondins de Bordeaux,18,11,4,6,1,13,10,+3
7,8,Lille OSC,17,11,4,5,2,15,12,+3
8,9,Stade Rennais,16,11,5,1,5,13,14,-1
9,10,Reims,15,11,4,3,4,12,9,+3
10,11,Lorient,15,11,3,6,2,19,21,-2
11,12,Bastia SC,14,11,4,2,5,17,26,-9
12,13,Brest,13,11,4,1,6,11,17,-6
13,14,Montpellier Herault SC,12,11,3,3,5,16,16,0
14,15,OGC Nice,12,11,2,6,3,15,17,-2
15,16,Ajaccio AC  ,11,11,3,4,4,10,15,-5
16,17,Sochaux-Montbélliard,10,11,3,1,7,11,18,-7
17,18,Evian Thonon Gaillard,8,11,2,2,7,11,19,-8
18,19,ESTAC Troyes,7,11,1,4,6,11,20,-9
19,20,Nancy,5,11,1,2,8,4,18,-14
