,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,34,12,11,1,0,37,4,+33
1,2,Borussia Dortmund,29,12,9,2,1,35,15,+20
2,3,VfL Wolfsbourg,21,12,6,3,3,17,15,+2
3,4,Hertha Berlin,20,12,6,2,4,17,15,+2
4,5,Schalke 04,20,12,6,2,4,16,16,0
5,6,Borussia Mönchengladbach,19,12,6,1,5,23,18,+5
6,7,FC Cologne,18,12,5,3,4,15,18,-3
7,8,Bayer Leverkusen,17,12,5,2,5,14,16,-2
8,9,1. FSV Mayence 05,16,12,5,1,6,18,19,-1
9,10,FC Ingolstadt 04,16,12,4,4,4,7,9,-2
10,11,Hambourg SV,15,12,4,3,5,11,16,-5
11,12,Eintracht Francfort,14,12,3,5,4,16,17,-1
12,13,Darmstadt 98,14,12,3,5,4,13,16,-3
13,14,Werder Brême,13,12,4,1,7,13,19,-6
14,15,Hanovre 96,11,12,3,2,7,12,22,-10
15,16,VfB Stuttgart,10,12,3,1,8,17,27,-10
16,17,TSG 1899 Hoffenheim,8,12,1,5,6,12,19,-7
17,18,FC Augsburg,6,12,1,3,8,13,25,-12
