,0,1,2,3,4,5,6,7,8,9
0,1,Manchester City (ANG),16,6,5,1,0,13,5,+8
1,2,West Bromwich Albion (ANG),15,6,5,0,1,12,4,+8
2,3,Chelsea (ANG),13,6,4,1,1,14,7,+7
3,4,Manchester United (ANG),12,5,4,0,1,15,8,+7
4,5,West Ham United (ANG),11,6,3,2,1,10,5,+5
5,6,Everton (ANG),11,5,3,2,0,10,6,+4
6,7,Fulham (ANG),10,5,3,1,1,12,4,+8
7,8,Newcastle United (ANG),10,6,3,1,2,6,7,-1
8,9,Stoke City (ANG),9,5,2,3,0,4,1,+3
9,10,Swansea City (GAL),9,6,2,3,1,10,9,+1
10,11,FC Arsenal (ANG),8,5,2,2,1,11,6,+5
11,12,Sunderland (ANG),8,5,2,2,1,6,3,+3
12,13,Tottenham Hotspur (ANG),8,6,2,2,2,8,8,0
13,14,Norwich City (ANG),8,5,2,2,1,5,6,-1
14,15,FC Liverpool (ANG),6,6,1,3,2,5,7,-2
15,16,Southampton (ANG),5,6,1,2,3,10,11,-1
16,17,Aston Villa (ANG),5,5,1,2,2,7,8,-1
17,18,Wigan Athletic (ANG),5,6,1,2,3,8,11,-3
18,19,Reading FC (ANG),4,5,0,4,1,7,9,-2
19,20,Queens Park Rangers (ANG),3,5,0,3,2,3,9,-6
