,0,1,2,3,4,5,6,7,8,9
0,1,AS Rome,15,5,5,0,0,11,1,+10
1,2,SSC Naples,12,5,4,0,1,10,6,+4
2,3,Fiorentina,10,5,3,1,1,10,5,+5
3,4,Juventus Turin,10,5,3,1,1,7,6,+1
4,5,Inter Milan,9,5,2,3,0,15,5,+10
5,6,Sampdoria Gênes,5,5,1,2,2,6,8,-2
6,7,Torino FC,5,5,1,2,2,7,10,-3
7,8,Genoa CFC,4,5,1,1,3,4,6,-2
8,9,Hellas Vérone,4,5,1,1,3,9,12,-3
9,10,AS Livourne Calcio,4,5,1,1,3,5,8,-3
10,11,Bologne FC,4,5,1,1,3,5,11,-6
11,12,Atalanta Bergame,3,5,1,0,4,5,9,-4
12,13,Udinese,3,5,1,0,4,4,8,-4
13,14,Milan AC,2,5,0,2,3,10,13,-3
14,15,Parme FC,2,5,0,2,3,5,9,-4
15,16,Lazio Rome,2,5,0,2,3,5,11,-6
16,17,Cagliari,2,5,0,2,3,3,9,-6
17,18,US Sassuolo Calcio,2,5,0,2,3,2,8,-6
18,19,Chievo Vérone,1,5,0,1,4,1,8,-7
19,20,Calcio Catane,0,5,0,0,5,3,13,-10
