,0,1,2,3,4,5,6,7,8,9
0,1,VfL Wolfsbourg,38,14,12,2,0,33,9,+24
1,2,Bayern Munich,34,13,11,1,1,40,6,+34
2,3,Borussia Mönchengladbach,30,13,9,3,1,24,10,+14
3,4,Schalke 04,28,14,8,4,2,22,12,+10
4,5,Bayer Leverkusen,27,14,7,6,1,31,15,+16
5,6,FC Augsburg,27,14,8,3,3,25,18,+7
6,7,TSG 1899 Hoffenheim,26,14,8,2,4,28,22,+6
7,8,Eintracht Francfort,25,14,7,4,3,31,24,+7
8,9,Werder Brême,22,14,6,4,4,23,22,+1
9,10,Hertha Berlin,20,14,6,2,6,16,20,-4
10,11,1. FSV Mayence 05,18,13,4,6,3,20,14,+6
11,12,Borussia Dortmund,18,13,5,3,5,16,13,+3
12,13,SC Fribourg,18,14,4,6,4,16,16,0
13,14,Hanovre 96,17,13,5,2,6,16,20,-4
14,15,Hambourg SV,16,13,4,4,5,10,13,-3
15,16,SC Paderborn 07,14,13,3,5,5,15,23,-8
16,17,FC Cologne,13,13,2,7,4,10,12,-2
17,18,VfB Stuttgart,9,13,2,3,8,9,23,-14
