,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,40,15,13,1,1,44,6,+38
1,2,VfL Wolfsbourg,40,16,12,4,0,36,12,+24
2,3,Borussia Mönchengladbach,36,15,11,3,1,28,11,+17
3,4,Bayer Leverkusen,33,16,9,6,1,37,15,+22
4,5,Schalke 04,32,16,9,5,2,25,14,+11
5,6,FC Augsburg,31,16,9,4,3,27,19,+8
6,7,Werder Brême,28,16,8,4,4,25,22,+3
7,8,TSG 1899 Hoffenheim,27,16,8,3,5,29,25,+4
8,9,Eintracht Francfort,26,15,7,5,3,31,24,+7
9,10,Borussia Dortmund,24,15,7,3,5,21,13,+8
10,11,1. FSV Mayence 05,21,16,5,6,5,25,19,+6
11,12,Hertha Berlin,21,16,6,3,7,17,22,-5
12,13,Hambourg SV,19,15,5,4,6,13,17,-4
13,14,SC Fribourg,18,16,4,6,6,19,21,-2
14,15,Hanovre 96,18,15,5,3,7,18,23,-5
15,16,SC Paderborn 07,18,15,4,6,5,19,26,-7
16,17,FC Cologne,17,15,3,8,4,14,15,-1
17,18,VfB Stuttgart,13,15,3,4,8,14,27,-13
