,0,1,2,3,4,5,6,7,8,9
0,1,AS Saint-Etienne,19,11,5,4,2,10,9,+1
1,2,Paris SG,17,11,4,5,2,17,14,+3
2,3,AS Monaco,17,10,5,2,3,12,11,+1
3,4,Olympique Lyonnais,15,10,4,3,3,17,12,+5
4,5,Olympique de Marseille,14,10,4,2,4,16,12,+4
5,6,FC Nantes Atlantique,14,10,4,2,4,9,10,-1
6,7,OGC Nice,13,10,4,1,5,14,15,-1
7,8,Montpellier Herault SC,13,11,3,4,4,12,13,-1
8,9,Stade Rennais,13,11,3,4,4,7,12,-5
9,10,Girondins de Bordeaux,12,11,3,3,5,10,14,-4
10,11,SM Caen,10,11,2,4,5,14,19,-5
11,12,En Avant Guingamp,10,10,3,1,6,10,18,-8
12,13,Lorient,9,10,3,0,7,11,19,-8
13,-,Reims,9,10,2,3,5,11,19,-8
14,15,Toulouse FC,9,11,3,0,8,9,19,-10
15,16,Lens,8,11,2,2,7,9,16,-7
16,17,Bastia SC,6,10,1,3,6,6,13,-7
17,18,Evian Thonon Gaillard,6,11,2,0,9,11,25,-14
18,19,Lille OSC,5,10,1,2,7,4,14,-10
19,20,FC Metz,5,11,1,2,8,3,18,-15
