,0,1,2,3,4,5,6,7,8,9
0,1,Manchester United (ANG),21,8,7,0,1,22,10,+12
1,2,Manchester City (ANG),20,9,6,2,1,21,9,+12
2,3,West Bromwich Albion (ANG),19,9,6,1,2,14,6,+8
3,4,Tottenham Hotspur (ANG),17,9,5,2,2,14,10,+4
4,5,Norwich City (ANG),17,8,5,2,1,10,8,+2
5,6,Chelsea (ANG),16,9,4,4,1,16,9,+7
6,7,Everton (ANG),16,8,4,4,0,14,9,+5
7,8,Stoke City (ANG),16,8,4,4,0,8,3,+5
8,9,West Ham United (ANG),15,9,4,3,2,16,10,+6
9,10,FC Arsenal (ANG),14,8,4,2,2,18,10,+8
10,11,Fulham (ANG),13,8,4,1,3,15,11,+4
11,12,Swansea City (GAL),13,9,3,4,2,16,14,+2
12,13,Newcastle United (ANG),13,9,4,1,4,11,12,-1
13,14,Southampton (ANG),12,9,3,3,3,14,12,+2
14,15,FC Liverpool (ANG),12,9,3,3,3,10,10,0
15,16,Aston Villa (ANG),10,8,2,4,2,8,8,0
16,17,Sunderland (ANG),9,8,2,3,3,9,10,-1
17,18,Wigan Athletic (ANG),9,9,2,3,4,13,17,-4
18,19,Reading FC (ANG),7,8,1,4,3,14,19,-5
19,20,Queens Park Rangers (ANG),7,8,1,4,3,7,14,-7
